                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                 1.0665,                 1.6884,                 1.1057,                0.87695,                0.51144,                0.57396,                0.32718,                 1.2173,                 2.4453,                  1.377,              0.0012309,              0.0012309,              0.0012309
                     58,                0.91409,                 1.4444,                 1.0471,                0.60038,                0.50909,                0.58888,                0.35363,                 1.1764,                 2.0697,                 1.3694,              0.0012274,              0.0012274,              0.0012274
                     59,                0.88399,                 1.4348,                 1.0124,                0.60541,                0.43939,                0.58892,                0.35101,                 1.2124,                 2.0718,                 1.3379,              0.0012239,              0.0012239,              0.0012239
                     60,                0.93076,                  1.282,                 1.0753,                0.45597,                0.50909,                0.53989,                0.35577,                 1.1605,                 2.1847,                 1.2727,              0.0012203,              0.0012203,              0.0012203
                     61,                0.92375,                 1.5611,                 1.1163,                0.45597,                0.50909,                0.53989,                0.35577,                 1.1605,                 2.1847,                 1.2727,              0.0012168,              0.0012168,              0.0012168
                     62,                0.87094,                 1.4639,                 1.0636,                0.86932,                0.50909,                0.53294,                0.33877,                 1.1107,                 2.1434,                 1.2686,              0.0012133,              0.0012133,              0.0012133
                     63,                0.91311,                 1.6602,                  1.081,                 0.5813,                0.50656,                0.61269,                0.35977,                 1.1909,                 2.0194,                 1.3292,              0.0012097,              0.0012097,              0.0012097
                     64,                 1.0732,                 1.5836,                 1.1234,                 0.6005,                0.56527,                 0.6013,                0.36766,                 1.2434,                 1.8508,                 1.5615,              0.0012062,              0.0012062,              0.0012062
                     65,                  1.092,                 1.4497,                 1.1247,                 0.6005,                0.56527,                 0.6013,                0.36766,                 1.2434,                 1.8508,                 1.5615,              0.0012026,              0.0012026,              0.0012026
                     66,                 1.0518,                 1.3907,                 1.0987,                0.57979,                0.57273,                0.60465,                0.36961,                 1.2022,                  1.605,                 1.6366,              0.0011991,              0.0011991,              0.0011991
                     67,                 1.1554,                 1.5028,                 1.2006,                0.50231,                 0.5697,                 0.5906,                0.35819,                 1.2926,                 1.7275,                 1.6639,              0.0011956,              0.0011956,              0.0011956
                     68,                0.87919,                 1.2549,                 1.0548,                0.58791,                0.40909,                0.54356,                0.35612,                 1.2103,                 2.1541,                 1.4188,               0.001192,               0.001192,               0.001192
                     69,                0.96576,                 1.3323,                 1.1542,                0.58791,                0.40909,                0.54356,                0.35612,                 1.2103,                 2.1541,                 1.4188,              0.0011885,              0.0011885,              0.0011885
                     70,                0.93055,                 1.4936,                 1.1147,                0.39643,                0.54946,                0.54166,                0.35586,                 1.1377,                  2.614,                 1.3762,               0.001185,               0.001185,               0.001185
                     71,                0.88865,                 1.3435,                 1.0949,                 0.5093,                0.47879,                0.53912,                0.33217,                 1.1427,                  2.405,                 1.3648,              0.0011814,              0.0011814,              0.0011814
                     72,                0.93006,                 1.2909,                 1.1094,                0.47742,                 0.6004,                0.52945,                0.34602,                 1.1313,                 2.0327,                 1.3592,              0.0011779,              0.0011779,              0.0011779
                     73,                0.91682,                 1.3434,                   1.12,                0.47742,                 0.6004,                0.52945,                0.34602,                 1.1313,                 2.0327,                 1.3592,              0.0011744,              0.0011744,              0.0011744
                     74,                0.81734,                  1.236,                  1.037,                0.58338,                0.57273,                0.57081,                0.37137,                 1.0289,                 1.7107,                 1.2727,              0.0011708,              0.0011708,              0.0011708
                     75,                0.89933,                 1.2878,                 1.0731,                0.92245,                0.60303,                0.62581,                 0.4063,                 1.0363,                 1.4191,                 1.3001,              0.0011673,              0.0011673,              0.0011673
                     76,                0.86916,                 1.2707,                 1.0405,                0.91782,                0.63636,                0.61184,                0.38764,                 1.1318,                  1.287,                 1.4194,              0.0011637,              0.0011637,              0.0011637
                     77,                0.90722,                 1.2546,                 1.1093,                0.91782,                0.63636,                0.61184,                0.38764,                 1.1318,                  1.287,                 1.4194,              0.0011602,              0.0011602,              0.0011602
                     78,                0.86524,                 1.4252,                 1.0985,                0.93053,                 0.5911,                0.61202,                0.37704,                 1.1805,                 1.2033,                 1.4155,              0.0011567,              0.0011567,              0.0011567
                     79,                0.89829,                 1.1955,                 1.1024,                0.92758,                0.60606,                0.61646,                0.40454,                 1.1339,                  1.189,                 1.3785,              0.0011531,              0.0011531,              0.0011531
                     80,                0.96327,                 1.1978,                 1.1214,                 0.5859,                0.63581,                0.61272,                0.39215,                 1.1095,                  1.177,                 1.3548,              0.0011496,              0.0011496,              0.0011496
                     81,                0.91778,                 1.2584,                 1.1025,                 0.5859,                0.63581,                0.61272,                0.39215,                 1.1095,                  1.177,                 1.3548,              0.0011461,              0.0011461,              0.0011461
                     82,                0.92118,                 1.3205,                  1.128,                0.52809,                0.57374,                0.56636,                0.36442,                 1.1957,                 1.2565,                 1.4183,              0.0011425,              0.0011425,              0.0011425
                     83,                0.84889,                 1.2147,                   1.07,                0.54434,                 0.5565,                0.52052,                0.32193,                 1.2781,                 1.4519,                 1.4297,               0.001139,               0.001139,               0.001139
                     84,                0.77312,                 1.1843,                0.99801,                0.49492,                0.53141,                0.49091,                0.29153,                 1.2778,                 1.6153,                 1.3942,              0.0011354,              0.0011354,              0.0011354
                     85,                0.77138,                 1.1176,                 1.0238,                0.49492,                0.53141,                0.49091,                0.29153,                 1.2778,                 1.6153,                 1.3942,              0.0011319,              0.0011319,              0.0011319
                     86,                 1.0376,                 1.4627,                 1.2762,                0.52624,                0.56476,                0.49769,                0.29923,                  1.253,                 1.6314,                 1.3789,              0.0011284,              0.0011284,              0.0011284
                     87,                0.85445,                 1.2062,                 1.0522,                0.88437,                0.56723,                0.54828,                0.34485,                 1.2437,                 1.5154,                 1.4354,              0.0011248,              0.0011248,              0.0011248
                     88,                 0.9751,                 1.2391,                 1.0372,                 0.5404,                0.56462,                  0.616,                0.42497,                    1.1,                  1.393,                 1.3444,              0.0011213,              0.0011213,              0.0011213
                     89,                0.80532,                  1.098,                 1.0599,                 0.5404,                0.56462,                  0.616,                0.42497,                    1.1,                  1.393,                 1.3444,              0.0011178,              0.0011178,              0.0011178
                     90,                0.81197,                 1.1062,                 1.0379,                0.86675,                 0.5298,                0.60303,                0.41898,                 1.0675,                  1.361,                 1.3869,              0.0011142,              0.0011142,              0.0011142
                     91,                0.92027,                 1.1107,                  1.059,                0.79698,                0.60606,                0.56945,                0.39471,                 1.1087,                 1.2627,                 1.3966,              0.0011107,              0.0011107,              0.0011107
                     92,                0.83325,                 1.1248,                 1.0412,                0.83717,                0.56775,                0.56266,                0.37403,                 1.1527,                 1.2718,                 1.3872,              0.0011072,              0.0011072,              0.0011072
                     93,                0.88635,                0.99319,                 1.0973,                0.83717,                0.56775,                0.56266,                0.37403,                 1.1527,                 1.2718,                 1.3872,              0.0011036,              0.0011036,              0.0011036
                     94,                0.97963,                 1.1849,                 1.1095,                0.86436,                0.55035,                0.53853,                0.34539,                 1.2305,                  1.279,                 1.4411,              0.0011001,              0.0011001,              0.0011001
                     95,                0.88315,                 1.0309,                 1.1404,                0.89621,                0.60312,                0.59991,                0.38104,                 1.1634,                 1.1445,                 1.4071,              0.0010965,              0.0010965,              0.0010965
                     96,                0.73264,                0.97368,                 1.0239,                0.90801,                0.60606,                0.62415,                 0.4249,                 1.0827,                0.97397,                  1.397,               0.001093,               0.001093,               0.001093
                     97,                0.75697,                 1.1706,                0.97134,                0.90801,                0.60606,                0.62415,                 0.4249,                 1.0827,                0.97397,                  1.397,              0.0010895,              0.0010895,              0.0010895
                     98,                0.79824,                 1.0514,                   1.13,                0.96882,                0.63076,                0.66285,                0.46775,                 1.0042,                0.90691,                 1.3223,              0.0010859,              0.0010859,              0.0010859
                     99,                0.89614,                 1.0202,                  1.044,                0.56495,                0.61263,                0.66238,                0.44039,                 1.1281,                0.98026,                 1.3718,              0.0010824,              0.0010824,              0.0010824
                    100,                0.87759,                 1.0548,                  1.043,                0.61041,                0.59181,                0.65965,                0.42422,                 1.1309,                 1.0476,                 1.3942,              0.0010789,              0.0010789,              0.0010789
                    101,                0.87142,                 1.0893,                 1.1557,                0.61041,                0.59181,                0.65965,                0.42422,                 1.1309,                 1.0476,                 1.3942,              0.0010753,              0.0010753,              0.0010753
                    102,                0.91358,                  1.002,                  1.106,                0.65031,                0.52973,                0.63049,                0.45789,                 1.0535,                0.93812,                 1.3807,              0.0010718,              0.0010718,              0.0010718
                    103,                0.83485,                 1.1394,                 1.0608,                0.97097,                0.50606,                0.62283,                 0.4694,                 1.0184,                0.91162,                 1.3345,              0.0010682,              0.0010682,              0.0010682
                    104,                0.71346,                0.99608,                0.97467,                0.88419,                0.52656,                0.62428,                0.44857,                 1.0928,                0.97208,                 1.3484,              0.0010647,              0.0010647,              0.0010647
                    105,                 0.8831,                0.98077,                   1.05,                0.88419,                0.52656,                0.62428,                0.44857,                 1.0928,                0.97208,                 1.3484,              0.0010612,              0.0010612,              0.0010612
                    106,                0.92885,                0.99663,                  1.201,                0.94792,                0.45359,                 0.6169,                0.42549,                 1.1507,                   1.08,                 1.3574,              0.0010576,              0.0010576,              0.0010576
                    107,                0.81722,                 1.2241,                 1.0649,                0.95784,                0.50687,                0.65312,                0.44777,                 1.1385,                 1.1354,                 1.3823,              0.0010541,              0.0010541,              0.0010541
                    108,                0.83262,                 1.1994,                 1.0542,                0.60135,                0.57273,                0.65021,                0.43347,                 1.2178,                 1.1819,                 1.4231,              0.0010506,              0.0010506,              0.0010506
                    109,                0.85246,                 1.1758,                 1.0699,                0.60135,                0.57273,                0.65021,                0.43347,                 1.2178,                 1.1819,                 1.4231,               0.001047,               0.001047,               0.001047
                    110,                0.94995,                 1.0774,                 1.1462,                0.57614,                0.60979,                0.66585,                0.45602,                 1.1647,                 1.1329,                 1.3835,              0.0010435,              0.0010435,              0.0010435
                    111,                 0.8192,                0.95547,                0.94809,                0.87477,                0.57913,                0.66149,                0.45974,                 1.1791,                 1.0973,                  1.385,                0.00104,                0.00104,                0.00104
                    112,                0.76594,                0.98053,                 1.0429,                0.51773,                 0.9567,                0.68915,                0.47959,                  1.204,                 1.0437,                 1.3727,              0.0010364,              0.0010364,              0.0010364
                    113,                0.78231,                0.94041,                 1.0464,                0.51773,                 0.9567,                0.68915,                0.47959,                  1.204,                 1.0437,                 1.3727,              0.0010329,              0.0010329,              0.0010329
                    114,                0.70811,                  0.916,                 1.0026,                 0.6338,                 0.8966,                0.77448,                 0.5219,                 1.2304,                 1.0452,                 1.3715,              0.0010293,              0.0010293,              0.0010293
                    115,                0.83042,                0.89919,                 0.9464,                0.62936,                0.91763,                0.77448,                0.50952,                 1.1881,                 1.0191,                 1.3125,              0.0010258,              0.0010258,              0.0010258
                    116,                 0.7256,                 0.8669,                 1.0205,                0.65875,                0.96317,                0.79711,                0.53994,                 1.1716,                  1.021,                 1.2657,              0.0010223,              0.0010223,              0.0010223
                    117,                0.78073,                0.88093,                 1.0115,                0.65875,                0.96317,                0.79711,                0.53994,                 1.1716,                  1.021,                 1.2657,              0.0010187,              0.0010187,              0.0010187
                    118,                0.78906,                0.88587,                 1.0213,                0.94006,                0.57273,                0.71208,                0.47061,                 1.1513,                 1.0045,                  1.241,              0.0010152,              0.0010152,              0.0010152
                    119,                0.74796,                 0.9066,                  1.016,                0.93831,                0.57273,                0.68416,                0.46701,                 1.0974,                0.97323,                 1.2006,              0.0010117,              0.0010117,              0.0010117
                    120,                0.71194,                0.87888,                0.99464,                0.90891,                0.54242,                 0.6461,                0.43549,                 1.0374,                0.95939,                   1.17,              0.0010081,              0.0010081,              0.0010081
                    121,                0.67478,                0.81141,                0.94631,                0.90891,                0.54242,                 0.6461,                0.43549,                 1.0374,                0.95939,                   1.17,              0.0010046,              0.0010046,              0.0010046
                    122,                0.81315,                0.79327,                 1.0699,                 0.8803,                0.54242,                0.60104,                0.44138,                0.98781,                0.97093,                 1.1712,              0.0010011,              0.0010011,              0.0010011
                    123,                0.77612,                0.92686,                 1.0425,                0.82348,                0.57072,                0.58669,                0.43618,                0.96878,                 1.0182,                 1.1987,             0.00099751,             0.00099751,             0.00099751
                    124,                0.87991,                0.89281,                 1.1442,                0.82145,                0.57576,                0.58046,                0.41776,                0.98501,                 1.0084,                 1.2391,             0.00099398,             0.00099398,             0.00099398
                    125,                0.76009,                 0.9402,                 1.0318,                0.82145,                0.57576,                0.58046,                0.41776,                0.98501,                 1.0084,                 1.2391,             0.00099044,             0.00099044,             0.00099044
                    126,                0.73135,                0.95546,                 1.0652,                0.83592,                0.59082,                0.56137,                0.40139,                 1.0978,                 1.0294,                 1.3788,              0.0009869,              0.0009869,              0.0009869
                    127,                0.72024,                0.94687,                 1.0074,                0.83888,                0.59584,                0.54614,                0.37524,                 1.2273,                 1.0345,                 1.4879,             0.00098337,             0.00098337,             0.00098337
                    128,                0.72677,                0.93189,                  1.094,                0.84494,                0.57273,                0.55253,                0.37471,                 1.2888,                 1.0311,                 1.4781,             0.00097983,             0.00097983,             0.00097983
                    129,                0.78943,                0.90842,                 1.0057,                0.84494,                0.57273,                0.55253,                0.37471,                 1.2888,                 1.0311,                 1.4781,             0.00097629,             0.00097629,             0.00097629
                    130,                0.71656,                0.75539,                0.97984,                0.83846,                0.60606,                0.57702,                0.38718,                    1.3,                 1.0216,                 1.4708,             0.00097276,             0.00097276,             0.00097276
                    131,                0.80688,                 0.9345,                 1.0915,                0.87376,                 0.5656,                0.57382,                0.39082,                 1.2571,                  1.065,                 1.4486,             0.00096922,             0.00096922,             0.00096922
                    132,                0.71458,                0.80703,                 1.0701,                0.89528,                0.56269,                0.59093,                0.38841,                 1.2227,                 1.0815,                 1.3746,             0.00096568,             0.00096568,             0.00096568
                    133,                0.76301,                0.77294,                0.99567,                0.89528,                0.56269,                0.59093,                0.38841,                 1.2227,                 1.0815,                 1.3746,             0.00096215,             0.00096215,             0.00096215
                    134,                0.74187,                0.86357,                0.94425,                0.87635,                0.57251,                0.57758,                0.39922,                 1.1967,                 1.0674,                   1.31,             0.00095861,             0.00095861,             0.00095861
                    135,                0.73941,                0.78451,                0.97329,                0.94565,                0.57576,                 0.5798,                0.38462,                 1.1916,                 1.0642,                 1.2814,             0.00095507,             0.00095507,             0.00095507
                    136,                0.60842,                0.81918,                0.95998,                0.86217,                0.60606,                0.56003,                0.36852,                 1.1739,                 1.0788,                 1.2828,             0.00095154,             0.00095154,             0.00095154
                    137,                  0.774,                 1.0368,                 1.0404,                0.86217,                0.60606,                0.56003,                0.36852,                 1.1739,                 1.0788,                 1.2828,               0.000948,               0.000948,               0.000948
                    138,                0.76822,                0.83748,                  1.045,                0.89159,                0.60606,                0.59134,                0.37945,                 1.1146,                 1.0812,                 1.2116,             0.00094446,             0.00094446,             0.00094446
                    139,                0.73803,                0.77113,                 1.0117,                 0.8276,                0.60606,                0.57366,                0.39252,                  1.071,                 1.1689,                 1.2277,             0.00094093,             0.00094093,             0.00094093
                    140,                0.60259,                0.73435,                0.95074,                0.91733,                0.53527,                0.60089,                0.42986,                 1.0132,                 1.0892,                 1.2329,             0.00093739,             0.00093739,             0.00093739
                    141,                0.69132,                0.73751,                 1.0218,                0.91733,                0.53527,                0.60089,                0.42986,                 1.0132,                 1.0892,                 1.2329,             0.00093385,             0.00093385,             0.00093385
                    142,                0.69215,                0.83156,                 1.0204,                0.87508,                0.54909,                 0.6011,                0.42544,                 1.0401,                 1.0413,                 1.3128,             0.00093031,             0.00093031,             0.00093031
                    143,                0.69748,                0.84593,                0.99326,                0.92484,                0.50606,                0.59791,                0.42926,                 1.0648,                0.97903,                 1.3263,             0.00092678,             0.00092678,             0.00092678
                    144,                0.61258,                0.75171,                0.96593,                0.90731,                0.50606,                0.57407,                0.41738,                 1.0639,                0.94166,                 1.3498,             0.00092324,             0.00092324,             0.00092324
                    145,                0.81412,                0.88618,                 1.0515,                0.90731,                0.50606,                0.57407,                0.41738,                 1.0639,                0.94166,                 1.3498,              0.0009197,              0.0009197,              0.0009197
                    146,                0.68875,                0.74336,                0.98065,                0.49537,                0.53939,                0.58751,                0.40367,                 1.0557,                0.88295,                 1.3795,             0.00091617,             0.00091617,             0.00091617
                    147,                0.68727,                0.78928,                0.93031,                0.91484,                0.47273,                0.59738,                0.42403,                 1.0912,                0.91456,                 1.4324,             0.00091263,             0.00091263,             0.00091263
                    148,                0.65085,                0.88006,                0.91527,                0.95631,                0.50606,                0.58043,                0.43101,                 1.0851,                0.93632,                 1.4405,             0.00090909,             0.00090909,             0.00090909
                    149,                0.68142,                0.72704,                 0.9916,                0.95631,                0.50606,                0.58043,                0.43101,                 1.0851,                0.93632,                 1.4405,             0.00090556,             0.00090556,             0.00090556
                    150,                0.77541,                0.86112,                 1.0147,                0.93111,                0.50559,                0.61603,                0.44739,                 1.0335,                0.92991,                  1.378,             0.00090202,             0.00090202,             0.00090202
                    151,                0.65025,                0.79811,                  0.974,                0.95701,                0.49533,                0.61114,                0.45437,                0.97981,                0.90179,                 1.3168,             0.00089848,             0.00089848,             0.00089848
                    152,                0.64847,                 1.0484,                0.97972,                 0.8602,                0.57273,                0.62256,                0.46705,                0.95964,                0.87597,                 1.3067,             0.00089495,             0.00089495,             0.00089495
                    153,                0.75344,                0.86475,                 1.0244,                 0.8602,                0.57273,                0.62256,                0.46705,                0.95964,                0.87597,                 1.3067,             0.00089141,             0.00089141,             0.00089141
