                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                0.55495,                0.64573,                0.92228,                0.33009,                0.23353,                0.16702,                0.08221,                  2.438,                 3.9337,                 2.2121,             0.00043163,             0.00043163,             0.00043163
                    143,                0.55352,                0.70222,                0.93263,                0.34947,                0.24439,                0.18627,                0.09214,                 2.4037,                 3.8278,                 2.1556,             0.00042456,             0.00042456,             0.00042456
                    144,                0.64923,                0.85381,                0.98437,                0.33952,                0.20593,                0.18578,                0.09542,                 2.3415,                 3.7648,                 2.1029,             0.00041748,             0.00041748,             0.00041748
                    145,                0.55618,                0.69456,                 0.9363,                 0.3106,                0.24439,                0.18883,                  0.089,                 2.3249,                 3.7803,                 2.1017,             0.00041041,             0.00041041,             0.00041041
                    146,                0.55979,                0.69346,                0.91707,                0.30005,                0.25481,                0.20192,                0.08876,                 2.3665,                 3.7415,                 2.1173,             0.00040334,             0.00040334,             0.00040334
                    147,                0.59658,                0.71115,                0.94003,                0.28823,                0.25481,                0.21441,                0.08864,                 2.4072,                 3.6889,                 2.1333,             0.00039626,             0.00039626,             0.00039626
                    148,                0.54228,                0.68408,                0.93767,                0.28084,                0.26522,                0.20518,                0.08983,                 2.4399,                 3.5743,                  2.114,             0.00038919,             0.00038919,             0.00038919
                    149,                0.51501,                0.66246,                0.91612,                0.29034,                0.29907,                0.23411,                0.09749,                 2.3763,                 3.4254,                 2.0522,             0.00038211,             0.00038211,             0.00038211
                    150,                0.60165,                0.75212,                0.99257,                 0.3362,                0.31731,                 0.2567,                0.11203,                 2.2882,                 3.2162,                 1.9976,             0.00037504,             0.00037504,             0.00037504
                    151,                0.55163,                 0.6942,                0.93972,                0.36925,                0.31749,                0.27975,                0.12796,                 2.1919,                 3.0728,                  1.925,             0.00036797,             0.00036797,             0.00036797
                    152,                0.60318,                0.70214,                0.92457,                0.38987,                0.30743,                 0.3031,                0.14659,                 2.0788,                 2.9597,                 1.8683,             0.00036089,             0.00036089,             0.00036089
