                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.2349,                 2.3418,                 1.2262,                0.00336,                0.90303,                0.30252,                0.12805,                 1.4779,                 3.3677,                 1.4747,             0.00054819,             0.00054819,             0.00054819
                     15,                 1.1791,                 2.2173,                 1.1641,                0.00273,                0.80606,                0.21729,                0.09235,                 1.5581,                 3.5659,                 1.6224,             0.00058519,             0.00058519,             0.00058519
                     16,                 1.0514,                 2.0905,                 1.1492,                0.00246,                0.47576,                0.22117,                0.07863,                 1.6081,                 3.7021,                  1.694,             0.00062176,             0.00062176,             0.00062176
                     17,                 1.3266,                 2.5761,                 1.2279,                0.00285,                0.57273,                0.31911,                 0.1502,                 1.4123,                 3.6039,                 1.6454,             0.00065791,             0.00065791,             0.00065791
                     18,                0.93779,                 2.1176,                 1.0468,                0.00322,                0.90606,                0.41971,                0.23815,                 1.3795,                 3.2561,                 1.5247,             0.00069364,             0.00069364,             0.00069364
                     19,                 1.1272,                 2.1391,                 1.1066,                0.93483,                    0.3,                0.50782,                0.28284,                 1.2428,                 3.0626,                 1.4002,             0.00072894,             0.00072894,             0.00072894
                     20,                 1.2523,                   2.33,                 1.2433,                0.88367,                0.26667,                0.44581,                0.24588,                 1.3189,                 2.9987,                 1.3441,             0.00076382,             0.00076382,             0.00076382
                     21,                0.92969,                 2.3061,                 1.0404,                0.87068,                0.35869,                0.39723,                0.22588,                 1.4133,                 2.8974,                 1.3108,             0.00079827,             0.00079827,             0.00079827
                     22,                 1.0013,                 2.1643,                 1.1329,                0.90291,                0.34829,                0.51379,                0.30291,                 1.3302,                 2.6549,                 1.2454,              0.0008323,              0.0008323,              0.0008323
                     23,                 1.1405,                 2.3541,                 1.1624,                 0.4036,                0.36354,                0.44913,                0.27293,                  1.381,                 2.6406,                 1.3275,              0.0008659,              0.0008659,              0.0008659
                     24,                 1.2127,                  2.132,                 1.1918,                0.48921,                0.36906,                0.51235,                0.26669,                 1.4739,                 2.6588,                 1.4164,             0.00089908,             0.00089908,             0.00089908
                     25,                 1.0173,                 2.3565,                 1.1404,                0.94771,                0.37736,                 0.5136,                0.24145,                  1.526,                 2.6389,                 1.4225,             0.00093183,             0.00093183,             0.00093183
                     26,                0.98863,                  2.126,                 1.1606,                0.81179,                0.38776,                0.51844,                0.29222,                 1.4295,                 2.4943,                 1.3686,             0.00096416,             0.00096416,             0.00096416
                     27,                 1.1884,                 2.0745,                 1.2589,                0.88019,                0.44492,                0.56066,                0.27433,                 1.4885,                 2.5336,                 1.4268,             0.00099607,             0.00099607,             0.00099607
                     28,                 1.1539,                 2.0298,                 1.2416,                 0.7568,                0.48009,                0.49896,                0.23567,                 1.6179,                 2.7114,                 1.5824,              0.0010276,              0.0010276,              0.0010276
                     29,                 1.0876,                 2.0445,                 1.1687,                 0.7568,                0.48009,                0.49896,                0.23567,                 1.6179,                 2.7114,                 1.5824,              0.0010586,              0.0010586,              0.0010586
                     30,                0.98704,                 1.7201,                 1.0593,                0.80039,                  0.403,                0.46252,                0.23572,                 1.4709,                 2.4733,                 1.4764,              0.0010892,              0.0010892,              0.0010892
                     31,                 1.0263,                 1.6936,                 1.2133,                0.84868,                0.31679,                0.42938,                0.25217,                 1.4565,                 2.5831,                 1.4946,              0.0011195,              0.0011195,              0.0011195
                     32,                0.92458,                 1.8305,                 1.0578,                0.80636,                0.38485,                0.42047,                0.23991,                 1.5138,                 2.6434,                 1.4501,              0.0011492,              0.0011492,              0.0011492
                     33,                 1.0857,                 1.7133,                  1.062,                0.80636,                0.38485,                0.42047,                0.23991,                 1.5138,                 2.6434,                 1.4501,              0.0011786,              0.0011786,              0.0011786
                     34,                 1.0776,                  2.202,                 1.1771,                0.44454,                0.31818,                0.44195,                0.26268,                  1.521,                 2.5746,                 1.4582,              0.0011956,              0.0011956,              0.0011956
                     35,                0.94186,                 1.9398,                 1.0659,                0.65225,                0.35168,                0.50996,                0.32367,                 1.2435,                 2.2318,                 1.3834,              0.0011885,              0.0011885,              0.0011885
                     36,                 0.9794,                 1.8209,                 1.1004,                0.43626,                0.49508,                0.52537,                0.29335,                 1.3961,                 2.0898,                 1.4577,              0.0011814,              0.0011814,              0.0011814
                     37,                 1.1664,                 1.8531,                 1.1221,                0.43626,                0.49508,                0.52537,                0.29335,                 1.3961,                 2.0898,                 1.4577,              0.0011744,              0.0011744,              0.0011744
                     38,                0.98042,                 1.6393,                 1.0281,                0.43834,                0.50106,                0.54317,                0.26862,                 1.3521,                 2.1015,                 1.4037,              0.0011673,              0.0011673,              0.0011673
                     39,                 1.0438,                  1.557,                 1.0226,                0.56693,                0.38274,                0.52982,                0.28188,                 1.3659,                 2.0504,                 1.4473,              0.0011602,              0.0011602,              0.0011602
                     40,                 1.2163,                 1.7824,                  1.165,                0.81942,                0.36196,                0.48068,                0.31012,                 1.3219,                 2.0596,                 1.4651,              0.0011531,              0.0011531,              0.0011531
                     41,                 1.0048,                  1.676,                 1.0532,                0.81942,                0.36196,                0.48068,                0.31012,                 1.3219,                 2.0596,                 1.4651,              0.0011461,              0.0011461,              0.0011461
                     42,                 1.1932,                 1.9474,                 1.1478,                0.77214,                0.37879,                0.43533,                0.29277,                 1.4046,                 2.2803,                 1.5498,               0.001139,               0.001139,               0.001139
                     43,                0.93804,                  1.831,                 1.0641,                0.68747,                0.31818,                0.35853,                0.25057,                 1.5154,                 2.7483,                 1.6325,              0.0011319,              0.0011319,              0.0011319
                     44,                0.97763,                 1.9458,                 1.1067,                0.89745,                0.36319,                0.43764,                0.25704,                 1.4456,                 2.3816,                 1.5337,              0.0011248,              0.0011248,              0.0011248
