                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     42,                0.61171,                0.65248,                  0.955,                0.39926,                0.56599,                0.48449,                 0.3707,                 0.5721,                0.63581,                 1.0454,               0.001284,               0.001284,               0.001284
                     43,                0.65738,                0.73312,                0.95579,                0.51339,                0.55209,                0.54953,                0.39911,                0.57043,                0.68521,                 1.0551,              0.0012805,              0.0012805,              0.0012805
                     44,                0.59535,                 0.6384,                0.94051,                0.52348,                0.52715,                0.54424,                0.40833,                0.57154,                0.70852,                 1.0397,              0.0012769,              0.0012769,              0.0012769
                     45,                0.55265,                0.60561,                0.90409,                0.44431,                0.49087,                0.45801,                0.36544,                0.60381,                0.70709,                 1.0494,              0.0012734,              0.0012734,              0.0012734
                     46,                0.62366,                0.63573,                0.95322,                0.41669,                0.49529,                0.42719,                0.35745,                0.56687,                0.68745,                 1.0642,              0.0012698,              0.0012698,              0.0012698
                     47,                0.60733,                0.62565,                  0.934,                0.45962,                 0.4863,                0.47334,                0.37066,                0.61221,                0.68575,                 1.0865,              0.0012663,              0.0012663,              0.0012663
                     48,                0.58676,                0.60586,                0.92719,                0.57943,                0.48174,                0.50613,                0.38119,                 0.7027,                0.69633,                   1.15,              0.0012628,              0.0012628,              0.0012628
                     49,                0.56865,                0.57328,                0.91539,                0.51574,                0.53149,                0.52917,                0.38985,                0.70773,                0.68736,                 1.1369,              0.0012592,              0.0012592,              0.0012592
                     50,                0.59803,                0.55047,                0.90314,                0.90571,                0.54738,                0.57594,                0.42284,                0.58016,                0.66753,                 1.0668,              0.0012557,              0.0012557,              0.0012557
                     51,                0.55373,                0.55694,                0.88635,                0.93491,                0.57697,                0.59216,                0.44225,                 0.5441,                0.62983,                  1.056,              0.0012522,              0.0012522,              0.0012522
                     52,                0.65093,                0.60315,                0.92593,                0.97717,                 0.5483,                0.59154,                0.43305,                0.54984,                0.59757,                 1.0568,              0.0012486,              0.0012486,              0.0012486
                     53,                0.56319,                0.57676,                0.93653,                0.64019,                 0.5486,                0.59824,                0.44461,                0.54904,                0.63436,                 1.0621,              0.0012451,              0.0012451,              0.0012451
                     54,                 0.6143,                0.59469,                0.91055,                0.56303,                0.58611,                0.58388,                0.44468,                 0.5916,                0.59734,                 1.0558,              0.0012416,              0.0012416,              0.0012416
                     55,                0.58635,                0.54972,                0.93476,                0.57084,                0.56469,                 0.5652,                 0.4224,                0.58054,                  0.605,                 1.0339,               0.001238,               0.001238,               0.001238
                     56,                0.62532,                0.55918,                0.92754,                0.55108,                0.58075,                0.56058,                0.39343,                 0.6085,                0.64473,                 1.0433,              0.0012345,              0.0012345,              0.0012345
                     57,                0.64974,                0.59574,                0.95052,                0.58262,                0.58923,                0.59753,                0.41871,                0.58443,                0.60767,                 1.0573,              0.0012309,              0.0012309,              0.0012309
                     58,                0.54323,                0.52092,                0.90696,                0.61291,                0.56557,                0.60307,                0.42475,                0.54962,                0.59324,                 1.0441,              0.0012274,              0.0012274,              0.0012274
                     59,                0.55801,                 0.5439,                0.90096,                0.59129,                0.51468,                0.55397,                0.41005,                0.57026,                0.62299,                 1.0508,              0.0012239,              0.0012239,              0.0012239
                     60,                0.57999,                0.53584,                0.90848,                0.62581,                0.54776,                0.58299,                0.40294,                0.57805,                0.62929,                 1.0497,              0.0012203,              0.0012203,              0.0012203
                     61,                0.57468,                0.52547,                0.93025,                0.57498,                0.50098,                0.56277,                0.39058,                 0.5399,                0.59192,                 1.0314,              0.0012168,              0.0012168,              0.0012168
                     62,                0.55001,                0.52965,                0.92267,                  0.579,                0.59524,                0.57796,                0.40168,                0.50499,                0.58698,                 1.0107,              0.0012133,              0.0012133,              0.0012133
                     63,                0.53303,                0.51265,                0.90465,                0.58289,                 0.5477,                0.59426,                0.41262,                0.52385,                0.57239,                 1.0245,              0.0012097,              0.0012097,              0.0012097
                     64,                0.50992,                0.48274,                0.91005,                0.50749,                0.61905,                0.57307,                0.41455,                0.56629,                 0.5814,                 1.0735,              0.0012062,              0.0012062,              0.0012062
                     65,                0.55547,                0.54197,                0.92327,                0.51877,                0.59524,                0.57478,                0.40308,                0.55541,                0.57866,                 1.0693,              0.0012026,              0.0012026,              0.0012026
                     66,                0.55968,                0.50322,                0.91234,                0.50205,                0.57143,                0.55431,                0.41093,                0.56072,                0.54962,                 1.0611,              0.0011991,              0.0011991,              0.0011991
                     67,                0.50694,                0.48268,                0.88623,                0.51138,                0.57143,                0.57337,                0.40761,                0.54033,                0.54959,                 1.0536,              0.0011956,              0.0011956,              0.0011956
                     68,                0.54498,                0.48682,                0.92172,                 0.5612,                 0.5358,                0.55799,                0.40397,                0.56195,                0.58821,                 1.0692,               0.001192,               0.001192,               0.001192
                     69,                0.58935,                0.55555,                0.92682,                0.54665,                0.56837,                0.56374,                0.40132,                0.54724,                0.58096,                 1.0361,              0.0011885,              0.0011885,              0.0011885
                     70,                0.51775,                0.47382,                0.90123,                0.58419,                0.58611,                0.57604,                0.39473,                0.61305,                 0.6366,                 1.0791,               0.001185,               0.001185,               0.001185
                     71,                0.53967,                0.51015,                0.91035,                0.58582,                0.60992,                0.60346,                0.42426,                0.56848,                0.80472,                 1.0751,              0.0011814,              0.0011814,              0.0011814
                     72,                 0.5853,                0.52354,                0.93329,                0.59185,                 0.5631,                0.58611,                0.40371,                 0.5529,                0.62349,                 1.0358,              0.0011779,              0.0011779,              0.0011779
                     73,                0.51152,                0.48501,                0.89691,                 0.4823,                0.61905,                0.56276,                0.42533,                0.51603,                0.55324,                 1.0081,              0.0011744,              0.0011744,              0.0011744
                     74,                0.49213,                0.43472,                0.89825,                 0.5638,                0.60142,                0.60726,                0.43238,                0.50566,                0.59261,                0.98365,              0.0011708,              0.0011708,              0.0011708
                     75,                0.54609,                0.49449,                 0.9165,                 0.4759,                0.56468,                0.52992,                0.41591,                0.55283,                0.62286,                 1.0075,              0.0011673,              0.0011673,              0.0011673
                     76,                0.62127,                   0.53,                0.93795,                0.50396,                0.58146,                0.57773,                0.42041,                0.56544,                0.57684,                 1.0556,              0.0011637,              0.0011637,              0.0011637
                     77,                0.52523,                0.46272,                0.89345,                0.56184,                0.58611,                0.57868,                0.42102,                0.55127,                0.58197,                 1.0709,              0.0011602,              0.0011602,              0.0011602
                     78,                0.52339,                0.48481,                0.90974,                0.60391,                 0.6117,                0.59092,                0.41985,                0.58893,                0.55717,                 1.0951,              0.0011567,              0.0011567,              0.0011567
                     79,                 0.5053,                0.48876,                0.91858,                0.60065,                0.61448,                0.59382,                0.42158,                0.51067,                0.55785,                 1.0522,              0.0011531,              0.0011531,              0.0011531
                     80,                0.52939,                0.47601,                0.89265,                  0.556,                0.60992,                0.59295,                0.42807,                0.52538,                0.55864,                 1.0513,              0.0011496,              0.0011496,              0.0011496
                     81,                0.50339,                0.44871,                0.90726,                0.56517,                0.56686,                0.59413,                0.44042,                0.60206,                0.53974,                 1.0591,              0.0011461,              0.0011461,              0.0011461
                     82,                0.50768,                0.47003,                 0.8759,                0.61567,                0.59524,                0.60774,                0.44845,                0.54954,                0.49901,                 1.0405,              0.0011425,              0.0011425,              0.0011425
                     83,                 0.5366,                0.45907,                0.90794,                0.60792,                0.57143,                0.59297,                0.41567,                0.51744,                0.49447,                 1.0228,               0.001139,               0.001139,               0.001139
                     84,                0.57863,                 0.4849,                0.92086,                0.52474,                0.56686,                0.55134,                0.38647,                0.53249,                0.58854,                 1.0533,              0.0011354,              0.0011354,              0.0011354
                     85,                0.51385,                0.45748,                0.88878,                0.60311,                0.51468,                0.56003,                0.37743,                0.56303,                0.63438,                 1.0613,              0.0011319,              0.0011319,              0.0011319
                     86,                0.54201,                0.46509,                0.87859,                0.63106,                0.53591,                0.59478,                 0.3987,                0.61941,                0.67431,                 1.0877,              0.0011284,              0.0011284,              0.0011284
                     87,                0.54978,                0.46102,                0.95558,                0.55754,                0.49826,                0.55533,                0.40964,                0.55611,                0.71143,                 1.0621,              0.0011248,              0.0011248,              0.0011248
                     88,                0.53616,                0.47315,                0.88453,                 0.4548,                0.47278,                0.46159,                0.38439,                0.54827,                0.64013,                  1.059,              0.0011213,              0.0011213,              0.0011213
                     89,                0.54975,                0.49228,                 0.9272,                0.44315,                0.54762,                0.48549,                0.39408,                0.51636,                0.63259,                 1.0474,              0.0011178,              0.0011178,              0.0011178
                     90,                0.52639,                0.45046,                0.89753,                0.47529,                0.59524,                0.52783,                0.41989,                0.48339,                0.60776,                 1.0192,              0.0011142,              0.0011142,              0.0011142
                     91,                0.49612,                0.43877,                0.88587,                0.47484,                0.61905,                0.55497,                0.42522,                0.49364,                0.62308,                 1.0141,              0.0011107,              0.0011107,              0.0011107
                     92,                0.55264,                0.47113,                0.89238,                0.51395,                0.59524,                0.56677,                0.43284,                 0.4948,                0.51974,                 1.0084,              0.0011072,              0.0011072,              0.0011072
                     93,                0.47686,                0.41542,                0.88287,                0.50374,                0.60641,                0.54419,                0.41409,                0.52407,                0.52696,                 1.0212,              0.0011036,              0.0011036,              0.0011036
